Time (s)	frameDisplacement_B1 (mm)	frameDisplacement_B2 (mm)	frameDisplacement_B3 (mm)	Avg. frameDisplacement (mm)	blobDistance_B12 (mm)	blobDistance_B13 (mm)	blobDistance_B23 (mm)	blobDisplacement_B12 (mm)	blobDisplacement_B13 (mm)	blobDisplacement_B23 (mm)	Avg. blobDisplacement (mm)
34.60000000	0.01391176	0.01309379	0.01473437	0.01391331	0.78118322	1.72618894	0.95453646	0.00067292	-0.00072367	-0.00122086	-0.00042387	
34.70000000	0.01391176	0.01309379	0.01473437	0.01391331	0.78118322	1.72618894	0.95453646	0.00067292	-0.00072367	-0.00122086	-0.00042387	
34.80000000	0.01356034	0.01362606	0.01233442	0.01317361	0.78155764	1.72813417	0.95570288	0.00104733	0.00122156	-0.00005443	0.00073815	
34.90000000	0.01460372	0.01182018	0.01208576	0.01283655	0.78197819	1.72911996	0.95687499	0.00146789	0.00220735	0.00111768	0.00159764	
35.00000000	0.01288690	0.01257045	0.01410632	0.01318789	0.78098612	1.72677947	0.95529057	0.00047582	-0.00013314	-0.00046674	-0.00004136	
35.10000000	0.01187303	0.01127830	0.01336663	0.01217265	0.78003003	1.72641095	0.95612409	-0.00048028	-0.00050167	0.00036678	-0.00020506	
35.20000000	0.01467519	0.01188960	0.01269275	0.01308585	0.78203209	1.72857017	0.95628919	0.00152178	0.00165756	0.00053187	0.00123707	
35.30000000	0.01433314	0.01277749	0.01401208	0.01370757	0.78122598	1.72733968	0.95577198	0.00071567	0.00042707	0.00001467	0.00038580	
35.40000000	0.01201803	0.01179879	0.01517819	0.01299834	0.77986157	1.72548580	0.95541463	-0.00064874	-0.00142681	-0.00034268	-0.00080608	
35.50000000	0.01537631	0.01365549	0.01424660	0.01442614	0.78218007	1.72855402	0.95590640	0.00166976	0.00164140	0.00014908	0.00115342	
35.60000000	0.01327904	0.01221525	0.01295959	0.01281796	0.78003783	1.72707315	0.95675735	-0.00047248	0.00016054	0.00100004	0.00022937	
35.70000000	0.01327904	0.01221525	0.01295959	0.01281796	0.78003783	1.72707315	0.95675735	-0.00047248	0.00016054	0.00100004	0.00022937	
35.80000000	0.01490203	0.01411639	0.01416662	0.01439502	0.78180101	1.72801704	0.95556463	0.00129071	0.00110442	-0.00019268	0.00073415	
35.90000000	0.01191864	0.01404279	0.01253713	0.01283285	0.77956279	1.72679275	0.95621431	-0.00094751	-0.00011987	0.00045700	-0.00020346	
36.00000000	0.01280450	0.01435743	0.01402162	0.01372785	0.77967725	1.72590254	0.95536897	-0.00083306	-0.00101007	-0.00038834	-0.00074382	
36.10000000	0.01403213	0.01302192	0.01312629	0.01339344	0.78160597	1.72786668	0.95567270	0.00109566	0.00095406	-0.00008461	0.00065504	
36.20000000	0.01403213	0.01302192	0.01312629	0.01339344	0.78160597	1.72786668	0.95567270	0.00109566	0.00095406	-0.00008461	0.00065504	
36.30000000	0.01464200	0.01281743	0.01376299	0.01374081	0.78307012	1.72821854	0.95457702	0.00255981	0.00130592	-0.00118029	0.00089515	
36.40000000	0.01558618	0.01186351	0.01265346	0.01336771	0.78314337	1.72933269	0.95596632	0.00263307	0.00242008	0.00020900	0.00175405	
36.50000000	0.01361829	0.01280420	0.01427290	0.01356513	0.78148052	1.72847561	0.95657868	0.00097021	0.00156300	0.00082136	0.00111819	
36.60000000	0.01207826	0.01394935	0.01461951	0.01354904	0.78064683	1.72623928	0.95466544	0.00013652	-0.00067334	-0.00109187	-0.00054290	
36.70000000	0.01499004	0.01372134	0.01271369	0.01380836	0.78303685	1.72937015	0.95553464	0.00252654	0.00245753	-0.00022267	0.00158714	
36.80000000	0.01445197	0.01195469	0.01363666	0.01334777	0.78168737	1.72807269	0.95623188	0.00117706	0.00116007	0.00047456	0.00093723	
36.90000000	0.01481441	0.01550497	0.01358562	0.01463500	0.78087768	1.72848788	0.95666648	0.00036737	0.00157527	0.00090917	0.00095060	
37.00000000	0.01470849	0.01475930	0.01644903	0.01530561	0.78168765	1.72763988	0.95533475	0.00117734	0.00072727	-0.00042256	0.00049402	
37.10000000	0.01484540	0.01483511	0.01447886	0.01471979	0.78053795	1.72818428	0.95703217	0.00002765	0.00127167	0.00127485	0.00085806	
37.20000000	0.01462735	0.01245513	0.01490016	0.01399421	0.78142999	1.72699425	0.95542548	0.00091969	0.00008164	-0.00033183	0.00022316	
37.30000000	0.01416001	0.01521173	0.01455048	0.01464074	0.78077298	1.72744603	0.95577999	0.00026268	0.00053341	0.00002268	0.00027292	
37.40000000	0.01628524	0.01515265	0.01532918	0.01558902	0.78177180	1.72885997	0.95655637	0.00126149	0.00194735	0.00079906	0.00133597	
37.50000000	0.01604174	0.01445687	0.01632909	0.01560924	0.78180519	1.72731604	0.95515407	0.00129488	0.00040343	-0.00060325	0.00036502	
37.60000000	0.01641515	0.01699502	0.01780961	0.01707326	0.78085137	1.72643862	0.95486579	0.00034106	-0.00047399	-0.00089152	-0.00034148	
37.70000000	0.01641515	0.01699502	0.01780961	0.01707326	0.78085137	1.72643862	0.95486579	0.00034106	-0.00047399	-0.00089152	-0.00034148	
37.80000000	0.01677131	0.01550124	0.01860303	0.01695853	0.78263684	1.72615278	0.95305243	0.00212653	-0.00075984	-0.00270488	-0.00044606	
37.90000000	0.01745972	0.01671963	0.01858779	0.01758905	0.78109677	1.72695228	0.95545391	0.00058646	0.00003967	-0.00030341	0.00010758	
38.00000000	0.01669180	0.01751561	0.01657330	0.01692690	0.78064948	1.72745808	0.95593281	0.00013918	0.00054547	0.00017549	0.00028671	
38.10000000	0.01586287	0.01556969	0.01857718	0.01666991	0.78078834	1.72579512	0.95464389	0.00027804	-0.00111750	-0.00111343	-0.00065096	
38.20000000	0.01573627	0.01497515	0.01882390	0.01651177	0.78040837	1.72586667	0.95537280	-0.00010194	-0.00104595	-0.00038451	-0.00051080	
38.30000000	0.01641143	0.01683426	0.01704121	0.01676230	0.78049394	1.72727861	0.95611756	-0.00001637	0.00036600	0.00036024	0.00023662	
38.40000000	0.01639721	0.01727475	0.02051430	0.01806209	0.78086498	1.72489325	0.95341583	0.00035467	-0.00201937	-0.00234149	-0.00133539	
38.50000000	0.01589310	0.01821316	0.01980581	0.01797069	0.77975290	1.72553068	0.95496466	-0.00075741	-0.00138193	-0.00079266	-0.00097733	
38.60000000	0.01817523	0.01525394	0.01950627	0.01764515	0.78136089	1.72663140	0.95553957	0.00085058	-0.00028121	-0.00021774	0.00011721	
38.70000000	0.01755077	0.01578099	0.01960638	0.01764604	0.78058648	1.72612666	0.95565632	0.00007618	-0.00078595	-0.00010099	-0.00027026	
38.80000000	0.01746185	0.01823080	0.01766753	0.01778673	0.77994089	1.72791420	0.95730316	-0.00056942	0.00100159	0.00154584	0.00065934	
38.90000000	0.01621461	0.01893838	0.01888045	0.01801115	0.77870710	1.72592223	0.95635684	-0.00180320	-0.00099039	0.00059953	-0.00073135	
39.00000000	0.01862760	0.01731965	0.01883106	0.01825943	0.78056978	1.72791729	0.95725776	0.00005948	0.00100468	0.00150045	0.00085487	
39.10000000	0.01704921	0.01879157	0.01836114	0.01806731	0.77968954	1.72668828	0.95613286	-0.00082077	-0.00022434	0.00037555	-0.00022319	
39.20000000	0.01746029	0.01878980	0.02017919	0.01880976	0.77967608	1.72621858	0.95594289	-0.00083422	-0.00069404	0.00018557	-0.00044756	
39.30000000	0.01867216	0.01914703	0.01940397	0.01907439	0.78032843	1.72726063	0.95629664	-0.00018188	0.00034802	0.00053933	0.00023516	
39.40000000	0.01932722	0.01848441	0.01952779	0.01911314	0.78129231	1.72736418	0.95558822	0.00078200	0.00045156	-0.00016910	0.00035482	
39.50000000	0.02084193	0.02038539	0.02056753	0.02059828	0.78066883	1.72810827	0.95697832	0.00015853	0.00119566	0.00122101	0.00085840	
39.60000000	0.02007764	0.01951238	0.01998166	0.01985722	0.78135585	1.72856402	0.95667588	0.00084555	0.00165141	0.00091856	0.00113851	
39.70000000	0.01962081	0.02000921	0.01938519	0.01967174	0.78058951	1.72850332	0.95722340	0.00007920	0.00159071	0.00146609	0.00104533	
39.80000000	0.02190133	0.01991482	0.02185673	0.02122429	0.78265640	1.72817017	0.95511551	0.00214609	0.00125756	-0.00064181	0.00092061	
39.90000000	0.02190133	0.01991482	0.02185673	0.02122429	0.78265640	1.72817017	0.95511551	0.00214609	0.00125756	-0.00064181	0.00092061	
40.00000000	0.02238637	0.02078238	0.01963582	0.02093486	0.78213500	1.72979056	0.95704469	0.00162469	0.00287795	0.00128738	0.00193000	
40.10000000	0.02242278	0.02029706	0.02188125	0.02153369	0.78235418	1.72829463	0.95562145	0.00184388	0.00138202	-0.00013587	0.00103001	
40.20000000	0.02164973	0.02027714	0.02194805	0.02129164	0.78166514	1.72785919	0.95587189	0.00115484	0.00094658	0.00011458	0.00073866	
40.30000000	0.01967432	0.02061002	0.02171339	0.02066591	0.78095165	1.72713595	0.95536854	0.00044134	0.00022334	-0.00038877	0.00009197	
40.40000000	0.02312751	0.02059209	0.02070513	0.02147491	0.78275182	1.72940570	0.95622340	0.00224152	0.00249308	0.00046608	0.00173356	
40.50000000	0.02382389	0.02005780	0.02071985	0.02153385	0.78339537	1.72982616	0.95625166	0.00288506	0.00291354	0.00049434	0.00209765	
40.60000000	0.02154506	0.02054100	0.02220365	0.02142990	0.78137354	1.72782553	0.95614549	0.00086324	0.00091291	0.00038817	0.00072144	
40.70000000	0.02165629	0.02300853	0.02167290	0.02211257	0.78021871	1.72788125	0.95667941	-0.00029160	0.00096864	0.00092209	0.00053304	
40.80000000	0.02265968	0.02139100	0.02211445	0.02205504	0.78186945	1.72808387	0.95569045	0.00135914	0.00117126	-0.00006686	0.00082118	
40.90000000	0.02252162	0.02363429	0.02161906	0.02259165	0.78038395	1.72942925	0.95812383	-0.00012635	0.00251664	0.00236651	0.00158560	
41.00000000	0.02360780	0.02113786	0.02062496	0.02179021	0.78257717	1.72954894	0.95651518	0.00206686	0.00263633	0.00075787	0.00182035	
41.10000000	0.02432631	0.02177284	0.02248562	0.02286159	0.78241095	1.72899004	0.95635448	0.00190064	0.00207742	0.00059717	0.00152508	
41.20000000	0.02311363	0.02350236	0.02131591	0.02264397	0.78012332	1.72906493	0.95826330	-0.00038698	0.00215232	0.00250599	0.00142377	
41.30000000	0.02337479	0.02336694	0.02189151	0.02287775	0.78014707	1.72876301	0.95816865	-0.00036323	0.00185040	0.00241134	0.00129950	
41.40000000	0.02337479	0.02336694	0.02189151	0.02287775	0.78014707	1.72876301	0.95816865	-0.00036323	0.00185040	0.00241134	0.00129950	
41.50000000	0.02432249	0.02410662	0.02342083	0.02394998	0.78037789	1.72892955	0.95825807	-0.00013242	0.00201694	0.00250075	0.00146176	
41.60000000	0.02432249	0.02410662	0.02342083	0.02394998	0.78037789	1.72892955	0.95825807	-0.00013242	0.00201694	0.00250075	0.00146176	
41.70000000	0.02442044	0.02510125	0.02243059	0.02398409	0.77929324	1.72872296	0.95892972	-0.00121707	0.00181035	0.00317241	0.00125523	
41.80000000	0.02569334	0.02432844	0.02575798	0.02525992	0.78134014	1.72739049	0.95586071	0.00082984	0.00047788	0.00010340	0.00047037	
41.90000000	0.02571421	0.02509485	0.02523059	0.02534655	0.78038356	1.72783246	0.95732821	-0.00012674	0.00091984	0.00157090	0.00078800	
42.00000000	0.02585881	0.02690505	0.02629556	0.02635314	0.77928230	1.72753310	0.95782557	-0.00122801	0.00062048	0.00206826	0.00048691	
42.10000000	0.02680962	0.02643565	0.02669403	0.02664644	0.78061928	1.72725443	0.95621403	0.00010898	0.00034182	0.00045672	0.00030251	
42.20000000	0.02628621	0.02697594	0.02538133	0.02621449	0.78038123	1.72836037	0.95706105	-0.00012908	0.00144775	0.00130374	0.00087414	
42.30000000	0.02755498	0.02756892	0.02751910	0.02754767	0.78126497	1.72791630	0.95575722	0.00075466	0.00100368	-0.00000009	0.00058608	
42.40000000	0.02807807	0.02747438	0.02773554	0.02776267	0.78148713	1.72771151	0.95547640	0.00097683	0.00079889	-0.00028091	0.00049827	
42.50000000	0.02722778	0.02805104	0.02753378	0.02760420	0.78061188	1.72760735	0.95597085	0.00010157	0.00069474	0.00021353	0.00033662	
42.60000000	0.02835885	0.02765202	0.02784932	0.02795340	0.78187553	1.72812727	0.95538178	0.00136522	0.00121465	-0.00037553	0.00073478	
42.70000000	0.02943010	0.02871584	0.02783613	0.02866069	0.78175451	1.72925039	0.95666690	0.00124420	0.00233778	0.00090959	0.00149719	
42.80000000	0.02934504	0.02903679	0.02760919	0.02866367	0.78096110	1.72879682	0.95709257	0.00045080	0.00188421	0.00133526	0.00122342	
42.90000000	0.02934504	0.02903679	0.02760919	0.02866367	0.78096110	1.72879682	0.95709257	0.00045080	0.00188421	0.00133526	0.00122342	
43.00000000	0.02974240	0.02911884	0.02876532	0.02920885	0.78128703	1.72878542	0.95693603	0.00077673	0.00187281	0.00117872	0.00127608	
43.10000000	0.03130499	0.02953756	0.02769323	0.02951193	0.78211632	1.73023609	0.95753344	0.00160601	0.00332348	0.00177613	0.00223521	
43.20000000	0.02968013	0.02838357	0.02858996	0.02888455	0.78181958	1.72859357	0.95630198	0.00130927	0.00168096	0.00054467	0.00117830	
43.30000000	0.02932052	0.03061828	0.02922276	0.02972052	0.77972591	1.72798131	0.95732474	-0.00078439	0.00106869	0.00156743	0.00061724	
43.40000000	0.03089090	0.03044229	0.02912244	0.03015188	0.78128143	1.72940658	0.95735951	0.00077113	0.00249396	0.00160219	0.00162243	
43.50000000	0.03036573	0.03101172	0.02831830	0.02989859	0.78058951	1.72953265	0.95775148	0.00007920	0.00262003	0.00199417	0.00156447	
43.60000000	0.03086404	0.03196600	0.02882711	0.03055238	0.77972463	1.72883365	0.95802698	-0.00078568	0.00192104	0.00226966	0.00113501	
43.70000000	0.03182836	0.03184563	0.03278304	0.03215234	0.78057769	1.72716270	0.95618061	0.00006738	0.00025009	0.00042329	0.00024692	
43.80000000	0.03161672	0.03175630	0.03027471	0.03121591	0.78084496	1.72925919	0.95749125	0.00033466	0.00234657	0.00173394	0.00147172	
43.90000000	0.03356696	0.03300953	0.03202915	0.03286855	0.78137249	1.72836330	0.95600056	0.00086218	0.00145068	0.00024324	0.00085204	
44.00000000	0.03279333	0.03321863	0.03129626	0.03243607	0.78039622	1.72888155	0.95760047	-0.00011408	0.00196893	0.00184315	0.00123267	
44.10000000	0.03362410	0.03283705	0.03168486	0.03271533	0.78170674	1.72898221	0.95621406	0.00119643	0.00206959	0.00045675	0.00124093	
44.20000000	0.03295259	0.03387679	0.03324753	0.03335897	0.78018719	1.72750563	0.95616666	-0.00032312	0.00059302	0.00040935	0.00022642	
44.30000000	0.03374293	0.03383493	0.03310861	0.03356216	0.78070214	1.72766703	0.95598182	0.00019183	0.00075441	0.00022450	0.00039025	
44.40000000	0.03373064	0.03459071	0.03114640	0.03315592	0.77970443	1.72989123	0.95950968	-0.00080587	0.00297862	0.00375237	0.00197504	
44.50000000	0.03568328	0.03444737	0.03236664	0.03416577	0.78191971	1.73027482	0.95746969	0.00140940	0.00336221	0.00171238	0.00216133	
44.60000000	0.03568328	0.03444737	0.03236664	0.03416577	0.78191971	1.73027482	0.95746969	0.00140940	0.00336221	0.00171238	0.00216133	
44.70000000	0.03554263	0.03497631	0.03182602	0.03411498	0.78131041	1.73082441	0.95851207	0.00080011	0.00391180	0.00275476	0.00248889	
44.80000000	0.03660909	0.03491472	0.03458511	0.03536964	0.78223822	1.72958270	0.95688913	0.00172791	0.00267009	0.00113181	0.00184327	
44.90000000	0.03697838	0.03549899	0.03365547	0.03537761	0.78236165	1.73065334	0.95722934	0.00185135	0.00374072	0.00147202	0.00235470	
45.00000000	0.03859956	0.03546128	0.03428190	0.03611424	0.78359460	1.73112511	0.95698368	0.00308430	0.00421250	0.00122636	0.00284105	
45.10000000	0.03859956	0.03546128	0.03428190	0.03611424	0.78359460	1.73112511	0.95698368	0.00308430	0.00421250	0.00122636	0.00284105	
45.20000000	0.03729245	0.03644292	0.03237322	0.03536953	0.78150361	1.73197897	0.95949478	0.00099331	0.00506636	0.00373747	0.00326571	
45.30000000	0.03940652	0.03814987	0.03574860	0.03776833	0.78194500	1.73049425	0.95752569	0.00143469	0.00358163	0.00176838	0.00226157	
45.40000000	0.03957975	0.03738441	0.03457692	0.03718036	0.78267835	1.73193743	0.95870704	0.00216805	0.00502481	0.00294973	0.00338086	
45.50000000	0.03892712	0.03845720	0.03389657	0.03709363	0.78120017	1.73188693	0.95942213	0.00068987	0.00497431	0.00366481	0.00310966	
45.60000000	0.03973705	0.03858379	0.03553740	0.03795275	0.78168183	1.73092067	0.95841350	0.00117153	0.00400805	0.00265619	0.00261192	
45.70000000	0.04033625	0.03902294	0.03710490	0.03882136	0.78183904	1.73026647	0.95778038	0.00132874	0.00335386	0.00202307	0.00223522	
45.80000000	0.03988714	0.03957522	0.03674376	0.03873537	0.78085283	1.72993353	0.95821825	0.00034253	0.00302091	0.00246094	0.00194146	
45.90000000	0.04162025	0.03997705	0.03582445	0.03914059	0.78227280	1.73227446	0.95887597	0.00176249	0.00536185	0.00311865	0.00341433	
46.00000000	0.04069348	0.03979031	0.03714004	0.03920794	0.78140052	1.73039788	0.95835178	0.00089021	0.00348526	0.00259447	0.00232331	
46.10000000	0.04143514	0.04035194	0.03867640	0.04015449	0.78152902	1.72944552	0.95763798	0.00101871	0.00253290	0.00188067	0.00181076	
46.20000000	0.04196894	0.04069541	0.03824330	0.04030255	0.78191599	1.73049651	0.95742641	0.00140568	0.00358390	0.00166910	0.00221956	
46.30000000	0.04341841	0.04137293	0.03898433	0.04125856	0.78255131	1.73122039	0.95799037	0.00204100	0.00430777	0.00223306	0.00286061	
46.40000000	0.04341841	0.04137293	0.03898433	0.04125856	0.78255131	1.73122039	0.95799037	0.00204100	0.00430777	0.00223306	0.00286061	
46.50000000	0.04298426	0.04235730	0.04097976	0.04210710	0.78115591	1.72892867	0.95696908	0.00064561	0.00201605	0.00121177	0.00129114	
46.60000000	0.04298426	0.04235730	0.04097976	0.04210710	0.78115591	1.72892867	0.95696908	0.00064561	0.00201605	0.00121177	0.00129114	
46.70000000	0.04411609	0.04313539	0.03999030	0.04241393	0.78150245	1.73108773	0.95864274	0.00099215	0.00417511	0.00288542	0.00268423	
46.80000000	0.04456742	0.04424954	0.04404945	0.04428880	0.78087273	1.72787279	0.95623142	0.00036242	0.00096017	0.00047410	0.00059890	
46.90000000	0.04405854	0.04441314	0.04084011	0.04310393	0.78017209	1.73017724	0.95874286	-0.00033821	0.00326462	0.00298554	0.00197065	
47.00000000	0.04544481	0.04449420	0.04158119	0.04384007	0.78149567	1.73085366	0.95827309	0.00098536	0.00394104	0.00251578	0.00248073	
47.10000000	0.04665417	0.04464853	0.04127167	0.04419145	0.78252916	1.73225353	0.95888874	0.00201885	0.00534091	0.00313142	0.00349706	
47.20000000	0.04598291	0.04469624	0.04318941	0.04462285	0.78179647	1.72987703	0.95749247	0.00128616	0.00296442	0.00173516	0.00199525	
47.30000000	0.04760294	0.04548085	0.04230841	0.04513073	0.78263891	1.73218199	0.95899112	0.00212860	0.00526938	0.00323381	0.00354393	
47.40000000	0.04678698	0.04516516	0.04273529	0.04489581	0.78214427	1.73111809	0.95853189	0.00163396	0.00420548	0.00277458	0.00287134	
47.50000000	0.04692632	0.04634444	0.04443605	0.04590227	0.78108489	1.72955599	0.95747538	0.00057458	0.00264337	0.00171807	0.00164534	
47.60000000	0.04853105	0.04675609	0.04510868	0.04679861	0.78232088	1.73039727	0.95771455	0.00181057	0.00348465	0.00195724	0.00241749	
47.70000000	0.04816592	0.04633681	0.04416572	0.04622282	0.78236252	1.73099680	0.95821807	0.00185221	0.00408419	0.00246076	0.00279905	
47.80000000	0.04851571	0.04802075	0.04424285	0.04692644	0.78100663	1.73126524	0.95967047	0.00049633	0.00435262	0.00391316	0.00292070	
47.90000000	0.04949056	0.04852132	0.04483910	0.04761699	0.78146736	1.73164414	0.95946191	0.00095706	0.00473152	0.00370460	0.00313106	
48.00000000	0.04938535	0.04916500	0.04587883	0.04814306	0.78067476	1.73055095	0.95899102	0.00016445	0.00363833	0.00323371	0.00234550	
48.10000000	0.04938535	0.04916500	0.04587883	0.04814306	0.78067476	1.73055095	0.95899102	0.00016445	0.00363833	0.00323371	0.00234550	
48.20000000	0.05179717	0.04892865	0.04562597	0.04878393	0.78343837	1.73321970	0.95952362	0.00292806	0.00630709	0.00376630	0.00433382	
48.30000000	0.05221526	0.04994933	0.04611183	0.04942547	0.78278456	1.73302914	0.95965693	0.00227426	0.00611653	0.00389962	0.00409680	
48.40000000	0.05221526	0.04994933	0.04611183	0.04942547	0.78278456	1.73302914	0.95965693	0.00227426	0.00611653	0.00389962	0.00409680	
48.50000000	0.05304708	0.05048677	0.04668216	0.05007200	0.78316754	1.73323810	0.95982310	0.00265723	0.00632549	0.00406579	0.00434950	
48.60000000	0.05304708	0.05048677	0.04668216	0.05007200	0.78316754	1.73323810	0.95982310	0.00265723	0.00632549	0.00406579	0.00434950	
48.70000000	0.05323585	0.05073527	0.05058564	0.05151892	0.78296736	1.72980575	0.95617189	0.00245705	0.00289313	0.00041458	0.00192159	
48.80000000	0.05379416	0.05106499	0.04919486	0.05135134	0.78330554	1.73154958	0.95792306	0.00279524	0.00463697	0.00216575	0.00319932	
48.90000000	0.05490919	0.05106834	0.04853171	0.05150308	0.78440324	1.73325967	0.95838254	0.00389294	0.00634706	0.00262523	0.00428841	
49.00000000	0.05527851	0.05168472	0.05157264	0.05284529	0.78411509	1.73063790	0.95598072	0.00360478	0.00372528	0.00022340	0.00251782	
49.10000000	0.05423476	0.05181979	0.05145209	0.05250221	0.78297639	1.72977963	0.95645620	0.00246609	0.00286701	0.00069889	0.00201066	
49.20000000	0.05613723	0.05315113	0.05152885	0.05360574	0.78348163	1.73155657	0.95739215	0.00297132	0.00464395	0.00163484	0.00308337	
49.30000000	0.05581041	0.05354033	0.05110419	0.05348498	0.78284398	1.73154037	0.95820332	0.00233368	0.00462776	0.00244601	0.00313582	
49.40000000	0.05685754	0.05516876	0.05213092	0.05471907	0.78222105	1.73160050	0.95877009	0.00171075	0.00468789	0.00301278	0.00313714	
49.50000000	0.05634336	0.05441269	0.05239615	0.05438407	0.78250172	1.73095138	0.95811295	0.00199142	0.00403876	0.00235564	0.00279527	
49.60000000	0.05666399	0.05557462	0.05234308	0.05486056	0.78165748	1.73123391	0.95914874	0.00114718	0.00432129	0.00339142	0.00295330	
49.70000000	0.05812567	0.05583341	0.05171666	0.05522525	0.78287176	1.73334946	0.96009033	0.00236145	0.00643684	0.00433302	0.00437710	
49.80000000	0.05754721	0.05661919	0.05309414	0.05575352	0.78140286	1.73144324	0.95938809	0.00089256	0.00453063	0.00363078	0.00301799	
49.90000000	0.05798167	0.05680931	0.05297809	0.05592302	0.78175611	1.73184767	0.95956335	0.00124580	0.00493506	0.00380603	0.00332897	
50.00000000	0.05980611	0.05669966	0.05453331	0.05701302	0.78372100	1.73221245	0.95822589	0.00321069	0.00529983	0.00246858	0.00365970	
50.10000000	0.05831795	0.05727572	0.05382766	0.05647378	0.78156465	1.73145867	0.95936103	0.00105434	0.00454605	0.00360371	0.00306804	
50.20000000	0.06091686	0.05844573	0.05523710	0.05819990	0.78314650	1.73267714	0.95943029	0.00263620	0.00576452	0.00367298	0.00402457	
50.30000000	0.06091686	0.05844573	0.05523710	0.05819990	0.78314650	1.73267714	0.95943029	0.00263620	0.00576452	0.00367298	0.00402457	
50.40000000	0.06164497	0.05908733	0.05598450	0.05890560	0.78317654	1.73264565	0.95922169	0.00266623	0.00573304	0.00346438	0.00395455	
50.50000000	0.06109056	0.05943984	0.05508645	0.05853895	0.78205704	1.73301539	0.96031811	0.00154674	0.00610278	0.00456080	0.00407010	
50.60000000	0.06292423	0.05978288	0.05636250	0.05968987	0.78371730	1.73341957	0.95901295	0.00320700	0.00650695	0.00325564	0.00432320	
50.70000000	0.06281935	0.06064412	0.05717752	0.06021366	0.78281710	1.73261871	0.95957002	0.00230679	0.00570609	0.00381270	0.00394186	
50.80000000	0.06378917	0.06031863	0.05767616	0.06059465	0.78394592	1.73300082	0.95822942	0.00343561	0.00608820	0.00247210	0.00399864	
50.90000000	0.06443680	0.06174730	0.05898694	0.06172368	0.78311479	1.73240498	0.95849402	0.00260449	0.00549237	0.00273671	0.00361119	
51.00000000	0.06496859	0.06132379	0.05895616	0.06174951	0.78436499	1.73295387	0.95850617	0.00385469	0.00604126	0.00274885	0.00421493	
51.10000000	0.06490014	0.06081820	0.06061680	0.06211171	0.78471427	1.73127021	0.95635564	0.00420397	0.00435759	0.00059833	0.00305330	
51.20000000	0.06474332	0.06107919	0.06026358	0.06202870	0.78423054	1.73139771	0.95668060	0.00372023	0.00448510	0.00092329	0.00304287	
51.30000000	0.06448046	0.06244513	0.06139547	0.06277368	0.78264388	1.72998794	0.95688394	0.00213357	0.00307533	0.00112663	0.00211184	
51.40000000	0.06518281	0.06340001	0.06119391	0.06325891	0.78229852	1.73094497	0.95815688	0.00178821	0.00403236	0.00239957	0.00274005	
51.50000000	0.06640778	0.06388903	0.06072910	0.06367530	0.78299339	1.73260297	0.95900026	0.00248309	0.00569035	0.00324295	0.00380546	
51.60000000	0.06587948	0.06418656	0.06160643	0.06389082	0.78204900	1.73119838	0.95822776	0.00153870	0.00428576	0.00247045	0.00276497	
51.70000000	0.06712167	0.06536229	0.06255172	0.06501189	0.78238479	1.73149804	0.95875401	0.00187448	0.00458543	0.00299670	0.00315220	
51.80000000	0.06712167	0.06536229	0.06255172	0.06501189	0.78238479	1.73149804	0.95875401	0.00187448	0.00458543	0.00299670	0.00315220	
51.90000000	0.06878206	0.06639284	0.06314075	0.06610521	0.78278317	1.73265854	0.95925769	0.00227287	0.00574593	0.00350037	0.00383972	
52.00000000	0.06840205	0.06548229	0.06261486	0.06549973	0.78353600	1.73271376	0.95882214	0.00302570	0.00580114	0.00306482	0.00396389	
52.10000000	0.06840205	0.06548229	0.06261486	0.06549973	0.78353600	1.73271376	0.95882214	0.00302570	0.00580114	0.00306482	0.00396389	
52.20000000	0.06967109	0.06704036	0.06458035	0.06709727	0.78315002	1.73206420	0.95853004	0.00263971	0.00515159	0.00277273	0.00352134	
52.30000000	0.06967109	0.06704036	0.06458035	0.06709727	0.78315002	1.73206420	0.95853004	0.00263971	0.00515159	0.00277273	0.00352134	
52.40000000	0.07154590	0.06833103	0.06554581	0.06847424	0.78378131	1.73292605	0.95869573	0.00327101	0.00601343	0.00293842	0.00407429	
52.50000000	0.07100815	0.06867552	0.06575185	0.06847851	0.78259383	1.73220114	0.95877064	0.00208353	0.00528852	0.00301332	0.00346179	
52.60000000	0.07146425	0.06923007	0.06551643	0.06873692	0.78268661	1.73286867	0.95965841	0.00217631	0.00595605	0.00390110	0.00401115	
52.70000000	0.07269776	0.06922953	0.06628628	0.06940453	0.78394446	1.73333402	0.95880329	0.00343415	0.00642140	0.00304598	0.00430051	
52.80000000	0.07219479	0.06982561	0.06722235	0.06974759	0.78284522	1.73188014	0.95841882	0.00233492	0.00496752	0.00266150	0.00332131	
52.90000000	0.07222227	0.06942446	0.06761245	0.06975306	0.78317466	1.73152678	0.95761087	0.00266436	0.00461416	0.00185356	0.00304402	
53.00000000	0.07338786	0.07042046	0.06810772	0.07063868	0.78353712	1.73219184	0.95831187	0.00302682	0.00527923	0.00255455	0.00362020	
53.10000000	0.07326674	0.07067235	0.06703978	0.07032629	0.78322404	1.73313949	0.95958478	0.00271373	0.00622687	0.00382747	0.00425603	
53.20000000	0.07523568	0.07225685	0.06827889	0.07192381	0.78360552	1.73387078	0.95984195	0.00309521	0.00695817	0.00408464	0.00471267	
