Time (s)	frameDisplacement_B1 (mm)	frameDisplacement_B2 (mm)	frameDisplacement_B3 (mm)	Avg. frameDisplacement (mm)	blobDistance_B12 (mm)	blobDistance_B13 (mm)	blobDistance_B23 (mm)	blobDisplacement_B12 (mm)	blobDisplacement_B13 (mm)	blobDisplacement_B23 (mm)	Avg. blobDisplacement (mm)
103.70000000	0.33775602	0.31901319	0.28992810	0.31556577	0.79969172	1.77593312	0.98512780	0.01918142	0.04902050	0.02937049	0.03252413	
103.80000000	0.33801532	0.31941922	0.28989361	0.31577605	0.79913284	1.77592109	0.98549941	0.01862253	0.04900847	0.02974210	0.03245770	
103.90000000	0.34031274	0.32001758	0.29057542	0.31696858	0.80110351	1.77765364	0.98541653	0.02059321	0.05074102	0.02965922	0.03366448	
104.00000000	0.34031589	0.32055484	0.29098348	0.31728474	0.80069097	1.77772966	0.98571698	0.02018066	0.05081705	0.02995967	0.03365246	
104.10000000	0.34093720	0.32156114	0.29198581	0.31816138	0.80016220	1.77678190	0.98553673	0.01965190	0.04986928	0.02977941	0.03310020	
104.20000000	0.34093720	0.32156114	0.29198581	0.31816138	0.80016220	1.77678190	0.98553673	0.01965190	0.04986928	0.02977941	0.03310020	
104.30000000	0.34151313	0.32205776	0.29139104	0.31832064	0.80041011	1.77826122	0.98670579	0.01989981	0.05134861	0.03094847	0.03406563	
104.40000000	0.34247148	0.32252820	0.29207974	0.31902647	0.80088932	1.77861889	0.98653497	0.02037902	0.05170627	0.03077765	0.03428765	
104.50000000	0.34357370	0.32356073	0.29218294	0.31977246	0.80104402	1.77943498	0.98736568	0.02053371	0.05252236	0.03160837	0.03488815	
104.60000000	0.34497690	0.32323328	0.29294224	0.32038414	0.80205410	1.77988740	0.98629851	0.02154380	0.05297479	0.03054120	0.03501993	
104.70000000	0.34514806	0.32420475	0.29247590	0.32060957	0.80191563	1.78088533	0.98780786	0.02140532	0.05397272	0.03205055	0.03580953	
104.80000000	0.34509265	0.32515880	0.29170182	0.32065109	0.80101245	1.78159694	0.98952053	0.02050215	0.05468432	0.03376321	0.03631656	
104.90000000	0.34576447	0.32612088	0.29238835	0.32142457	0.80023087	1.78140027	0.98979932	0.01972056	0.05448766	0.03404201	0.03608341	
105.00000000	0.34661812	0.32580124	0.29337997	0.32193311	0.80095774	1.78111278	0.98846459	0.02044744	0.05420016	0.03270728	0.03578496	
105.10000000	0.34756655	0.32639601	0.29338208	0.32244821	0.80241976	1.78243856	0.98905578	0.02190945	0.05552594	0.03329847	0.03691129	
105.20000000	0.34888296	0.32704559	0.29280312	0.32291056	0.80217280	1.78410681	0.99031900	0.02166249	0.05719419	0.03456169	0.03780613	
105.30000000	0.34890096	0.32752853	0.29402576	0.32348508	0.80226727	1.78299638	0.98954340	0.02175696	0.05608377	0.03378609	0.03720894	
105.40000000	0.34915790	0.32784355	0.29640744	0.32446963	0.80253139	1.78077286	0.98740425	0.02202109	0.05386025	0.03164693	0.03584276	
105.50000000	0.35029135	0.32856655	0.29464571	0.32450120	0.80247835	1.78365291	0.98994127	0.02196804	0.05674029	0.03418396	0.03763076	
105.60000000	0.35121601	0.32817267	0.29554638	0.32497835	0.80377440	1.78371809	0.98865966	0.02326409	0.05680547	0.03290235	0.03765731	
105.70000000	0.35178471	0.32905980	0.29449202	0.32511217	0.80338845	1.78549240	0.99066592	0.02287814	0.05857978	0.03490861	0.03878884	
105.80000000	0.35408108	0.33011773	0.29544957	0.32654946	0.80447025	1.78668896	0.99074015	0.02395995	0.05977634	0.03498284	0.03957304	
105.90000000	0.35408108	0.33011773	0.29544957	0.32654946	0.80447025	1.78668896	0.99074015	0.02395995	0.05977634	0.03498284	0.03957304	
106.00000000	0.35514129	0.33192597	0.29778793	0.32828506	0.80388055	1.78544402	0.99019436	0.02337025	0.05853141	0.03443705	0.03877957	
106.10000000	0.35514129	0.33192597	0.29778793	0.32828506	0.80388055	1.78544402	0.99019436	0.02337025	0.05853141	0.03443705	0.03877957	
106.20000000	0.35613141	0.33239562	0.29781180	0.32877961	0.80454965	1.78635976	0.99060291	0.02403935	0.05944715	0.03484560	0.03944403	
106.30000000	0.35554498	0.33182165	0.29821526	0.32852730	0.80418609	1.78537756	0.98967714	0.02367578	0.05846495	0.03391982	0.03868685	
106.40000000	0.35636946	0.33304151	0.29735630	0.32892243	0.80397602	1.78708404	0.99173855	0.02346572	0.06017142	0.03598123	0.03987279	
106.50000000	0.35716202	0.33398123	0.29840529	0.32984951	0.80388262	1.78679209	0.99161033	0.02337231	0.05987947	0.03585302	0.03970160	
106.60000000	0.35716202	0.33398123	0.29840529	0.32984951	0.80388262	1.78679209	0.99161033	0.02337231	0.05987947	0.03585302	0.03970160	
106.70000000	0.35860467	0.33469905	0.29868301	0.33066224	0.80418017	1.78799864	0.99211045	0.02366987	0.06108603	0.03635313	0.04036968	
106.80000000	0.35902796	0.33543029	0.30082736	0.33176187	0.80430169	1.78589227	0.99051956	0.02379138	0.05897966	0.03476225	0.03917776	
106.90000000	0.36008068	0.33677976	0.30074936	0.33253660	0.80348825	1.78726993	0.99207415	0.02297794	0.06035731	0.03631683	0.03988403	
107.00000000	0.36137626	0.33640043	0.29977654	0.33251774	0.80459702	1.78923609	0.99264371	0.02408671	0.06232347	0.03688640	0.04109886	
107.10000000	0.36192908	0.33670937	0.30061349	0.33308398	0.80578893	1.78903459	0.99204201	0.02527862	0.06212198	0.03628469	0.04122843	
107.20000000	0.36272949	0.33724986	0.29977908	0.33325281	0.80567265	1.79101258	0.99356217	0.02516234	0.06409997	0.03780485	0.04235572	
107.30000000	0.36324058	0.33758738	0.29967505	0.33350100	0.80594395	1.79156890	0.99396767	0.02543365	0.06465629	0.03821036	0.04276676	
107.40000000	0.36353263	0.33819213	0.30170142	0.33447539	0.80586295	1.78963125	0.99246018	0.02535265	0.06271863	0.03670287	0.04159138	
107.50000000	0.36308864	0.33835528	0.29999664	0.33381352	0.80469139	1.79091819	0.99439052	0.02418108	0.06400557	0.03863321	0.04227329	
107.60000000	0.36427392	0.33823021	0.30320734	0.33523715	0.80628664	1.78874494	0.99098431	0.02577633	0.06183233	0.03522700	0.04094522	
107.70000000	0.36408822	0.33943450	0.30188968	0.33513747	0.80436129	1.78972871	0.99350572	0.02385099	0.06281609	0.03774841	0.04147183	
107.80000000	0.36612596	0.34071689	0.30220102	0.33634796	0.80619162	1.79168190	0.99443838	0.02568131	0.06476928	0.03868107	0.04304389	
107.90000000	0.36788416	0.33978941	0.30231609	0.33666322	0.80791919	1.79315723	0.99342502	0.02740888	0.06624462	0.03766771	0.04377374	
108.00000000	0.36803242	0.34116918	0.30378786	0.33766315	0.80685708	1.79170477	0.99329262	0.02634678	0.06479216	0.03753530	0.04289141	
108.10000000	0.36803242	0.34116918	0.30378786	0.33766315	0.80685708	1.79170477	0.99329262	0.02634678	0.06479216	0.03753530	0.04289141	
108.20000000	0.36951609	0.34220111	0.30398037	0.33856586	0.80726593	1.79315493	0.99416700	0.02675563	0.06624231	0.03840969	0.04380254	
108.30000000	0.37120417	0.34271967	0.30480176	0.33957520	0.80877230	1.79418778	0.99390144	0.02826199	0.06727517	0.03814412	0.04456043	
108.40000000	0.37036387	0.34344003	0.30325870	0.33902087	0.80694051	1.79485858	0.99617280	0.02643021	0.06794597	0.04041549	0.04493056	
108.50000000	0.37148072	0.34491483	0.30510820	0.34050125	0.80694611	1.79404912	0.99574737	0.02643580	0.06713651	0.03999005	0.04452079	
108.60000000	0.37144099	0.34455685	0.30528371	0.34042719	0.80679548	1.79377944	0.99523921	0.02628517	0.06686682	0.03948190	0.04421130	
108.70000000	0.37188613	0.34491044	0.30382540	0.34020732	0.80728481	1.79583786	0.99706343	0.02677450	0.06892524	0.04130612	0.04566862	
108.80000000	0.37270078	0.34522324	0.30489168	0.34093857	0.80811125	1.79562972	0.99629774	0.02760095	0.06871710	0.04054043	0.04561949	
108.90000000	0.37330468	0.34580703	0.30468010	0.34126394	0.80761122	1.79650661	0.99717348	0.02710091	0.06959399	0.04141617	0.04603703	
109.00000000	0.37417860	0.34527925	0.30587423	0.34177736	0.80902032	1.79593375	0.99533861	0.02851002	0.06902114	0.03958130	0.04570415	
109.10000000	0.37499042	0.34625557	0.30627051	0.34250550	0.80906500	1.79624452	0.99589670	0.02855470	0.06933190	0.04013939	0.04600866	
109.20000000	0.37472064	0.34703324	0.30552984	0.34242791	0.80743987	1.79670165	0.99744363	0.02692957	0.06978904	0.04168632	0.04613497	
109.30000000	0.37737482	0.34692584	0.30646110	0.34358726	0.81082677	1.79851487	0.99637503	0.03031647	0.07160225	0.04061771	0.04751214	
109.40000000	0.37600400	0.34812319	0.30624599	0.34345773	0.80780656	1.79721348	0.99779876	0.02729626	0.07030086	0.04204145	0.04654619	
109.50000000	0.37883844	0.34851893	0.30674815	0.34470184	0.81065201	1.79960081	0.99766181	0.03014171	0.07268819	0.04190449	0.04824480	
109.60000000	0.37883844	0.34851893	0.30674815	0.34470184	0.81065201	1.79960081	0.99766181	0.03014171	0.07268819	0.04190449	0.04824480	
109.70000000	0.37881790	0.34915448	0.30755219	0.34517486	0.80926433	1.79867912	0.99751692	0.02875403	0.07176651	0.04175961	0.04742671	
109.80000000	0.38013914	0.34959588	0.30837714	0.34603739	0.81051487	1.79926252	0.99712947	0.03000457	0.07234991	0.04137215	0.04790888	
109.90000000	0.38083511	0.35155824	0.30742285	0.34660540	0.80922350	1.80094183	1.00004837	0.02871320	0.07402921	0.04429106	0.04901116	
110.00000000	0.38243186	0.35244675	0.30788902	0.34758921	0.81026038	1.80217341	1.00048171	0.02975008	0.07526080	0.04472439	0.04991176	
110.10000000	0.38263714	0.35359920	0.30802427	0.34808687	0.80944906	1.80215719	1.00146443	0.02893876	0.07524458	0.04570712	0.04996349	
110.20000000	0.38288591	0.35316150	0.30843473	0.34816072	0.81001673	1.80199896	1.00063870	0.02950642	0.07508635	0.04488138	0.04982472	
110.30000000	0.38442852	0.35363132	0.30791101	0.34865695	0.81081183	1.80412066	1.00165442	0.03030152	0.07720805	0.04589711	0.05113556	
110.40000000	0.38316384	0.35241071	0.30883953	0.34813803	0.81058563	1.80185854	0.99951252	0.03007532	0.07494592	0.04375521	0.04959215	
110.50000000	0.38507905	0.35381091	0.30866105	0.34918367	0.81130907	1.80402433	1.00108273	0.03079876	0.07711171	0.04532542	0.05107863	
110.60000000	0.38590035	0.35573425	0.30791551	0.34985004	0.81005227	1.80579513	1.00383333	0.02954197	0.07888252	0.04807601	0.05216683	
110.70000000	0.38569068	0.35569355	0.30840639	0.34993020	0.80962056	1.80483100	1.00324810	0.02911026	0.07791838	0.04749079	0.05150648	
110.80000000	0.38845120	0.35591986	0.30967559	0.35134888	0.81236920	1.80640869	1.00219243	0.03185889	0.07949608	0.04643512	0.05259670	
110.90000000	0.38859273	0.35535923	0.31021235	0.35138810	0.81287509	1.80590177	1.00107345	0.03236478	0.07898915	0.04531614	0.05222336	
111.00000000	0.38910771	0.35600567	0.30947038	0.35152792	0.81284839	1.80728880	1.00250340	0.03233808	0.08037618	0.04674609	0.05315345	
111.10000000	0.38880623	0.35599867	0.31141624	0.35207371	0.81252941	1.80502189	1.00053627	0.03201910	0.07810927	0.04477896	0.05163578	
111.20000000	0.39040488	0.35690499	0.31114289	0.35281759	0.81347238	1.80692159	1.00168692	0.03296208	0.08000897	0.04592960	0.05296689	
111.30000000	0.39134848	0.35757312	0.31052865	0.35315008	0.81373601	1.80852840	1.00299515	0.03322571	0.08161578	0.04723784	0.05402644	
111.40000000	0.39057591	0.35768180	0.31170113	0.35331962	0.81242414	1.80616107	1.00184866	0.03191383	0.07924846	0.04609135	0.05241788	
111.50000000	0.39204879	0.35899947	0.31119958	0.35408261	0.81300682	1.80849593	1.00373624	0.03249651	0.08158331	0.04797893	0.05401958	
111.60000000	0.39274262	0.35924062	0.31199433	0.35465919	0.81298311	1.80821217	1.00315994	0.03247281	0.08129956	0.04740263	0.05372500	
111.70000000	0.39326434	0.36092670	0.31256346	0.35558483	0.81166152	1.80827400	1.00432055	0.03115121	0.08136138	0.04856323	0.05369194	
111.80000000	0.39326434	0.36092670	0.31256346	0.35558483	0.81166152	1.80827400	1.00432055	0.03115121	0.08136138	0.04856323	0.05369194	
111.90000000	0.39541046	0.36215629	0.31351120	0.35702598	0.81298048	1.80947454	1.00457694	0.03247018	0.08256192	0.04881962	0.05461724	
112.00000000	0.39541046	0.36215629	0.31351120	0.35702598	0.81298048	1.80947454	1.00457694	0.03247018	0.08256192	0.04881962	0.05461724	
112.10000000	0.39680134	0.36261695	0.31297250	0.35746360	0.81366291	1.81144036	1.00559677	0.03315260	0.08452775	0.04983946	0.05583994	
112.20000000	0.39679019	0.36258053	0.31379269	0.35772113	0.81392102	1.81046415	1.00468644	0.03341071	0.08355154	0.04892912	0.05529712	
112.30000000	0.39822640	0.36308661	0.31302088	0.35811129	0.81496299	1.81300514	1.00605147	0.03445269	0.08609253	0.05029416	0.05694646	
112.40000000	0.39813612	0.36279653	0.31426579	0.35839948	0.81507251	1.81140580	1.00443834	0.03456221	0.08449319	0.04868103	0.05591214	
112.50000000	0.39884911	0.36341102	0.31428242	0.35884752	0.81511900	1.81200013	1.00502329	0.03460869	0.08508751	0.04926598	0.05632073	
112.60000000	0.40033850	0.36412478	0.31488538	0.35978289	0.81589927	1.81287888	1.00513242	0.03538897	0.08596627	0.04937511	0.05691011	
112.70000000	0.40122388	0.36428323	0.31569974	0.36040228	0.81689250	1.81289791	1.00443313	0.03638220	0.08598529	0.04867582	0.05701444	
112.80000000	0.40276301	0.36546898	0.31505550	0.36109583	0.81737088	1.81524476	1.00629717	0.03686057	0.08833215	0.05053986	0.05857753	
112.90000000	0.40168809	0.36473943	0.31490850	0.36044534	0.81645388	1.81429188	1.00575469	0.03594358	0.08737927	0.04999738	0.05777341	
113.00000000	0.40271745	0.36647311	0.31699364	0.36206140	0.81589844	1.81309234	1.00535769	0.03538813	0.08617972	0.04960038	0.05705608	
113.10000000	0.40257577	0.36614167	0.31613366	0.36161703	0.81595924	1.81391046	1.00590379	0.03544893	0.08699785	0.05014647	0.05753108	
113.20000000	0.40451521	0.36779851	0.31694226	0.36308533	0.81630315	1.81512744	1.00678025	0.03579285	0.08821482	0.05102294	0.05834354	
113.30000000	0.40451521	0.36779851	0.31694226	0.36308533	0.81630315	1.81512744	1.00678025	0.03579285	0.08821482	0.05102294	0.05834354	
113.40000000	0.40529999	0.36895477	0.31680329	0.36368602	0.81594851	1.81598343	1.00805575	0.03543820	0.08907082	0.05229843	0.05893582	
113.50000000	0.40529999	0.36895477	0.31680329	0.36368602	0.81594851	1.81598343	1.00805575	0.03543820	0.08907082	0.05229843	0.05893582	
113.60000000	0.40676076	0.36990405	0.31709436	0.36458639	0.81680599	1.81722538	1.00871276	0.03629569	0.09031277	0.05295545	0.05985463	
113.70000000	0.40811420	0.36999684	0.31663185	0.36491430	0.81783196	1.81900356	1.00925685	0.03732165	0.09209095	0.05349954	0.06097071	
113.80000000	0.40880468	0.37141885	0.31742580	0.36588311	0.81692920	1.81895229	1.00991431	0.03641890	0.09203967	0.05415699	0.06087186	
113.90000000	0.40896505	0.37066774	0.31936539	0.36633273	0.81795536	1.81708650	1.00716886	0.03744506	0.09017389	0.05141154	0.05967683	
114.00000000	0.40908676	0.37121743	0.31763372	0.36597931	0.81736454	1.81896206	1.00948663	0.03685423	0.09204945	0.05372932	0.06087767	
114.10000000	0.40935507	0.37175774	0.31708171	0.36606484	0.81737153	1.81978398	1.01058101	0.03686122	0.09287137	0.05482370	0.06151876	
114.20000000	0.40997419	0.37221996	0.31817474	0.36678963	0.81694700	1.81911233	1.00990412	0.03643670	0.09219972	0.05414680	0.06092774	
114.30000000	0.41128192	0.37298900	0.31972001	0.36799698	0.81761203	1.81891766	1.00913707	0.03710173	0.09200505	0.05337976	0.06082884	
114.40000000	0.41084296	0.37264153	0.31955300	0.36767916	0.81761002	1.81863837	1.00895473	0.03709972	0.09172576	0.05319742	0.06067430	
114.50000000	0.41374163	0.37368479	0.32080806	0.36941149	0.81964509	1.82033972	1.00871601	0.03913478	0.09342711	0.05295870	0.06184020	
114.60000000	0.41398096	0.37363117	0.31928348	0.36896520	0.82026010	1.82213232	1.01021844	0.03974980	0.09521971	0.05446113	0.06314355	
114.70000000	0.41375093	0.37403257	0.31937702	0.36905350	0.81902003	1.82177899	1.01053728	0.03850973	0.09486638	0.05477997	0.06271869	
114.80000000	0.41375093	0.37403257	0.31937702	0.36905350	0.81902003	1.82177899	1.01053728	0.03850973	0.09486638	0.05477997	0.06271869	
114.90000000	0.41438028	0.37585328	0.32041834	0.37021730	0.81782168	1.82125487	1.01128058	0.03731137	0.09434226	0.05552326	0.06239230	
115.00000000	0.41551546	0.37664686	0.32130682	0.37115638	0.81820845	1.82158201	1.01120036	0.03769814	0.09466940	0.05544305	0.06260353	
115.10000000	0.41853429	0.37754810	0.32080520	0.37229587	0.82043822	1.82513972	1.01259318	0.03992791	0.09822711	0.05683587	0.06499696	
115.20000000	0.41853429	0.37754810	0.32080520	0.37229587	0.82043822	1.82513972	1.01259318	0.03992791	0.09822711	0.05683587	0.06499696	
115.30000000	0.41835886	0.37673005	0.32103716	0.37204203	0.82132754	1.82467865	1.01154086	0.04081724	0.09776603	0.05578354	0.06478894	
115.40000000	0.41946272	0.37896094	0.32042319	0.37294895	0.82002522	1.82647710	1.01440336	0.03951492	0.09956449	0.05864604	0.06590848	
115.50000000	0.41946272	0.37896094	0.32042319	0.37294895	0.82002522	1.82647710	1.01440336	0.03951492	0.09956449	0.05864604	0.06590848	
115.60000000	0.42178110	0.37995726	0.32205260	0.37459698	0.82124747	1.82718048	1.01379523	0.04073716	0.10026786	0.05803792	0.06634765	
115.70000000	0.42178110	0.37995726	0.32205260	0.37459698	0.82124747	1.82718048	1.01379523	0.04073716	0.10026786	0.05803792	0.06634765	
115.80000000	0.42207752	0.38029061	0.32187456	0.37474756	0.82150641	1.82756805	1.01426622	0.04099611	0.10065543	0.05850891	0.06672015	
115.90000000	0.42230047	0.38081893	0.32338376	0.37550106	0.82078207	1.82631962	1.01330303	0.04027177	0.09940701	0.05754572	0.06574150	
116.00000000	0.42304574	0.38102074	0.32378702	0.37595117	0.82137358	1.82652429	1.01305496	0.04086327	0.09961168	0.05729765	0.06592420	
116.10000000	0.42358888	0.38177718	0.32256939	0.37597849	0.82133496	1.82840047	1.01507414	0.04082466	0.10148786	0.05931683	0.06720978	
116.20000000	0.42358888	0.38177718	0.32256939	0.37597849	0.82133496	1.82840047	1.01507414	0.04082466	0.10148786	0.05931683	0.06720978	
116.30000000	0.42546615	0.38274238	0.32476945	0.37765933	0.82243350	1.82804592	1.01381431	0.04192320	0.10113331	0.05805700	0.06703783	
116.40000000	0.42546615	0.38274238	0.32476945	0.37765933	0.82243350	1.82804592	1.01381431	0.04192320	0.10113331	0.05805700	0.06703783	
116.50000000	0.42711412	0.38322174	0.32426980	0.37820189	0.82335333	1.83013121	1.01479867	0.04284303	0.10321860	0.05904135	0.06836766	
116.60000000	0.42856403	0.38522933	0.32511970	0.37963768	0.82300033	1.83083460	1.01595471	0.04249003	0.10392198	0.06019739	0.06886980	
116.70000000	0.42862358	0.38429034	0.32418259	0.37903217	0.82393616	1.83177012	1.01595257	0.04342586	0.10485750	0.06019525	0.06949287	
116.80000000	0.42910886	0.38586916	0.32462458	0.37986753	0.82259960	1.83190895	1.01708752	0.04208929	0.10499633	0.06133021	0.06947194	
116.90000000	0.42985639	0.38587989	0.32400149	0.37991259	0.82338359	1.83328535	1.01773615	0.04287329	0.10637273	0.06197884	0.07040829	
117.00000000	0.43082662	0.38604247	0.32546343	0.38077751	0.82438772	1.83260974	1.01640400	0.04387741	0.10569713	0.06064669	0.07007374	
117.10000000	0.43067538	0.38669002	0.32530521	0.38089021	0.82311410	1.83267143	1.01723008	0.04260380	0.10575881	0.06147277	0.06994513	
117.20000000	0.43120798	0.38773534	0.32386593	0.38093642	0.82318341	1.83482188	1.01976186	0.04267310	0.10790926	0.06400455	0.07152897	
117.30000000	0.43237858	0.38734163	0.32597367	0.38189796	0.82412450	1.83372293	1.01722339	0.04361419	0.10681032	0.06146607	0.07063019	
117.40000000	0.43237858	0.38734163	0.32597367	0.38189796	0.82412450	1.83372293	1.01722339	0.04361419	0.10681032	0.06146607	0.07063019	
117.50000000	0.43389996	0.38766521	0.32603101	0.38253206	0.82530682	1.83519014	1.01747514	0.04479651	0.10827752	0.06171783	0.07159729	
117.60000000	0.43510894	0.38922494	0.32543627	0.38325672	0.82532823	1.83705824	1.01962974	0.04481793	0.11014562	0.06387242	0.07294532	
117.70000000	0.43510894	0.38922494	0.32543627	0.38325672	0.82532823	1.83705824	1.01962974	0.04481793	0.11014562	0.06387242	0.07294532	
117.80000000	0.43560811	0.39011894	0.32568265	0.38380323	0.82494036	1.83736934	1.02030772	0.04443005	0.11045672	0.06455040	0.07314573	
117.90000000	0.43560811	0.39011894	0.32568265	0.38380323	0.82494036	1.83736934	1.02030772	0.04443005	0.11045672	0.06455040	0.07314573	
118.00000000	0.43807864	0.39031417	0.32718911	0.38519397	0.82696401	1.83808517	1.01894779	0.04645370	0.11117255	0.06319047	0.07360558	
118.10000000	0.43862772	0.39128085	0.32685555	0.38558804	0.82684998	1.83917329	1.02027137	0.04633968	0.11226067	0.06451406	0.07437147	
118.20000000	0.43900737	0.39237439	0.32782826	0.38640334	0.82589456	1.83836398	1.02035055	0.04538426	0.11145136	0.06459324	0.07380962	
118.30000000	0.43908872	0.39307341	0.32743756	0.38653323	0.82498313	1.83877931	1.02144284	0.04447282	0.11186670	0.06568553	0.07400835	
118.40000000	0.44040102	0.39340469	0.32645981	0.38675518	0.82586943	1.84121930	1.02277427	0.04535912	0.11430668	0.06701696	0.07556092	
118.50000000	0.44072901	0.39352923	0.32693957	0.38706594	0.82640798	1.84108828	1.02243173	0.04589768	0.11417566	0.06667442	0.07558259	
118.60000000	0.44175198	0.39406781	0.32736520	0.38772833	0.82668648	1.84156496	1.02251571	0.04617618	0.11465234	0.06675840	0.07586231	
118.70000000	0.44210449	0.39442471	0.32738591	0.38797170	0.82656313	1.84179283	1.02282803	0.04605283	0.11488021	0.06707071	0.07600125	
118.80000000	0.44380990	0.39501710	0.32847990	0.38910230	0.82741702	1.84255547	1.02234467	0.04690671	0.11564286	0.06658736	0.07637898	
118.90000000	0.44380990	0.39501710	0.32847990	0.38910230	0.82741702	1.84255547	1.02234467	0.04690671	0.11564286	0.06658736	0.07637898	
119.00000000	0.44486541	0.39550340	0.32777587	0.38938156	0.82865610	1.84441687	1.02355437	0.04814579	0.11750425	0.06779706	0.07781570	
119.10000000	0.44462050	0.39656677	0.32869637	0.38996121	0.82718062	1.84330185	1.02371373	0.04667031	0.11638923	0.06795641	0.07700532	
119.20000000	0.44581889	0.39656774	0.32895761	0.39044808	0.82810228	1.84395728	1.02339987	0.04759197	0.11704466	0.06764256	0.07742640	
119.30000000	0.44865698	0.39710731	0.32946063	0.39174164	0.83072759	1.84644862	1.02345646	0.05021728	0.11953600	0.06769915	0.07915081	
119.40000000	0.44865698	0.39710731	0.32946063	0.39174164	0.83072759	1.84644862	1.02345646	0.05021728	0.11953600	0.06769915	0.07915081	
119.50000000	0.44923824	0.39752445	0.32948315	0.39208195	0.83058694	1.84698114	1.02384406	0.05007664	0.12006853	0.06808675	0.07941064	
119.60000000	0.44927217	0.39903389	0.33024277	0.39284961	0.82901008	1.84626396	1.02460170	0.04849977	0.11935134	0.06884439	0.07889850	
119.70000000	0.44886961	0.39896794	0.33162465	0.39315407	0.82847264	1.84438424	1.02314919	0.04796234	0.11747162	0.06739188	0.07760861	
119.80000000	0.45045160	0.40053214	0.33083089	0.39393821	0.82838716	1.84682274	1.02551651	0.04787685	0.11991013	0.06975920	0.07918206	
119.90000000	0.45168102	0.40147626	0.33153942	0.39489890	0.82942353	1.84745090	1.02576702	0.04891323	0.12053829	0.07000970	0.07982041	
120.00000000	0.45245435	0.40187293	0.33132635	0.39521788	0.82918265	1.84826373	1.02633221	0.04867234	0.12135111	0.07057490	0.08019945	
120.10000000	0.45350411	0.40128386	0.33073851	0.39517549	0.83119919	1.85006789	1.02638244	0.05068888	0.12315527	0.07062513	0.08148976	
120.20000000	0.45308980	0.40171236	0.33027384	0.39502533	0.82984807	1.85032092	1.02734091	0.04933777	0.12340831	0.07158359	0.08144322	
120.30000000	0.45366374	0.40275969	0.33230687	0.39624343	0.82949224	1.84836459	1.02622719	0.04898194	0.12145198	0.07046988	0.08030127	
120.40000000	0.45513922	0.40349063	0.33231353	0.39698113	0.83066451	1.84995789	1.02697862	0.05015420	0.12304527	0.07122131	0.08147359	
120.50000000	0.45550157	0.40370586	0.33210764	0.39710502	0.83077883	1.85055052	1.02740723	0.05026853	0.12363791	0.07164992	0.08185212	
120.60000000	0.45621945	0.40383631	0.33287374	0.39764317	0.83093276	1.85037500	1.02674261	0.05042245	0.12346239	0.07098530	0.08162338	
120.70000000	0.45650206	0.40413069	0.33342119	0.39801798	0.83097553	1.85001432	1.02646988	0.05046522	0.12310171	0.07071257	0.08142650	
120.80000000	0.45852015	0.40546930	0.33310561	0.39903169	0.83186453	1.85249681	1.02817258	0.05135422	0.12558419	0.07241527	0.08311789	
120.90000000	0.45852015	0.40546930	0.33310561	0.39903169	0.83186453	1.85249681	1.02817258	0.05135422	0.12558419	0.07241527	0.08311789	
121.00000000	0.46022822	0.40546650	0.33387185	0.39985552	0.83361482	1.85345104	1.02740269	0.05310451	0.12653843	0.07164538	0.08376277	
121.10000000	0.46022822	0.40546650	0.33387185	0.39985552	0.83361482	1.85345104	1.02740269	0.05310451	0.12653843	0.07164538	0.08376277	
121.20000000	0.46131193	0.40643415	0.33417228	0.40063945	0.83375418	1.85423943	1.02806454	0.05324388	0.12732682	0.07230723	0.08429264	
121.30000000	0.46199353	0.40671865	0.33455401	0.40108873	0.83382817	1.85438983	1.02791303	0.05331786	0.12747721	0.07215572	0.08431693	
121.40000000	0.46199353	0.40671865	0.33455401	0.40108873	0.83382817	1.85438983	1.02791303	0.05331786	0.12747721	0.07215572	0.08431693	
121.50000000	0.46333663	0.40826271	0.33434968	0.40198301	0.83359451	1.85624908	1.02970836	0.05308421	0.12933647	0.07395105	0.08545724	
121.60000000	0.46333663	0.40826271	0.33434968	0.40198301	0.83359451	1.85624908	1.02970836	0.05308421	0.12933647	0.07395105	0.08545724	
121.70000000	0.46580269	0.40915649	0.33428692	0.40308203	0.83515212	1.85889321	1.03070209	0.05464182	0.13198060	0.07494478	0.08718906	
121.80000000	0.46580269	0.40915649	0.33428692	0.40308203	0.83515212	1.85889321	1.03070209	0.05464182	0.13198060	0.07494478	0.08718906	
121.90000000	0.46521323	0.40985068	0.33338513	0.40281635	0.83378856	1.85899193	1.03225203	0.05327826	0.13207932	0.07649472	0.08728410	
122.00000000	0.46860128	0.41081377	0.33461826	0.40467777	0.83657327	1.86140462	1.03206368	0.05606297	0.13449200	0.07630636	0.08895378	
122.10000000	0.46799758	0.41140377	0.33531731	0.40490622	0.83508584	1.85991328	1.03185781	0.05457554	0.13300066	0.07610050	0.08789223	
122.20000000	0.46842601	0.41166463	0.33467598	0.40492221	0.83484978	1.86092281	1.03279169	0.05433948	0.13401020	0.07703437	0.08846135	
122.30000000	0.46984370	0.41252500	0.33551880	0.40596250	0.83623388	1.86157608	1.03280923	0.05572357	0.13466347	0.07705192	0.08914632	
122.40000000	0.47015289	0.41224472	0.33451587	0.40563783	0.83647073	1.86299321	1.03355710	0.05596042	0.13608059	0.07779979	0.08994693	
122.50000000	0.47015289	0.41224472	0.33451587	0.40563783	0.83647073	1.86299321	1.03355710	0.05596042	0.13608059	0.07779979	0.08994693	
