Project Title : exSitu_35Zr39Ti25Nb 
Material : 35Zr39Ti25Nb 
Informations :  
Date : 17/05/2019 
Type test : Tension / Compression 
Control Mod : Manual 
Section : Rectangular 
Width(mm) : 2.210000 
Total Length(mm) : 50.000000 
Gauge Length(mm) : 5.100000 
Thickness(mm) : 0.950000 
====================================================================================================
Time (s) 	Speed (µm/s) 	Traverse Speed (µm/s) 	Displacement (µm) 	Force (N) 	Real Speed (µm/s) 	Cal. Force (V) 	Stress (Mpa) 	Elongation (%) 	Speed Controller Input Voltage (V) 	
42.700000 	5.000000 	5.000000 	-543.200000 	5.225744 	0.007381 	2.462672 	2.489042 	-10.650980 	1.377600 	
42.800000 	5.000000 	5.000000 	-543.200000 	4.929948 	0.007511 	2.462425 	2.348153 	-10.650980 	1.377600 	
42.900000 	5.000000 	5.000000 	-543.200000 	4.653871 	0.007884 	2.462195 	2.216657 	-10.650980 	1.377600 	
43.000000 	5.000000 	5.000000 	-543.200000 	4.762329 	0.006700 	2.462285 	2.268316 	-10.650980 	1.377600 	
43.100000 	5.000000 	5.000000 	-543.200000 	4.782049 	0.006114 	2.462302 	2.277709 	-10.650980 	1.377600 	
43.200000 	5.000000 	5.000000 	-543.200000 	4.979247 	0.006626 	2.462466 	2.371635 	-10.650980 	1.377600 	
43.300000 	5.000000 	5.000000 	-543.200000 	5.137005 	0.006020 	2.462598 	2.446776 	-10.650980 	1.377600 	
43.400000 	5.000000 	5.000000 	-543.200000 	4.929948 	0.006364 	2.462425 	2.348153 	-10.650980 	1.377600 	
43.500000 	5.000000 	5.000000 	-543.200000 	4.910228 	0.006318 	2.462409 	2.338761 	-10.650980 	1.377600 	
43.600000 	5.000000 	5.000000 	-543.200000 	5.067986 	0.006188 	2.462540 	2.413901 	-10.650980 	1.377600 	
43.700000 	5.000000 	5.000000 	-543.200000 	4.929948 	0.006616 	2.462425 	2.348153 	-10.650980 	1.377600 	
43.800000 	5.000000 	5.000000 	-543.200000 	4.870788 	0.007148 	2.462376 	2.319975 	-10.650980 	1.377600 	
43.900000 	5.000000 	5.000000 	-543.200000 	4.890508 	0.007725 	2.462392 	2.329368 	-10.650980 	1.377600 	
44.000000 	5.000000 	5.000000 	-543.200000 	4.752470 	0.007958 	2.462277 	2.263620 	-10.650980 	1.377600 	
44.100000 	5.000000 	5.000000 	-543.200000 	4.624291 	0.007893 	2.462170 	2.202568 	-10.650980 	1.377600 	
44.200000 	5.000000 	5.000000 	-543.200000 	4.831349 	0.007595 	2.462343 	2.301190 	-10.650980 	1.377600 	
44.300000 	5.000000 	5.000000 	-543.200000 	4.900368 	0.007530 	2.462400 	2.334064 	-10.650980 	1.377600 	
44.400000 	5.000000 	5.000000 	-543.200000 	5.018687 	0.006765 	2.462499 	2.390420 	-10.650980 	1.377600 	
44.500000 	5.000000 	5.000000 	-543.200000 	5.137005 	0.007129 	2.462598 	2.446776 	-10.650980 	1.377600 	
44.600000 	5.000000 	5.000000 	-543.200000 	5.048266 	0.007268 	2.462524 	2.404509 	-10.650980 	1.377600 	
44.700000 	5.000000 	5.000000 	-543.200000 	5.048266 	0.008004 	2.462524 	2.404509 	-10.650980 	1.377600 	
44.800000 	5.000000 	5.000000 	-543.200000 	5.117286 	0.008247 	2.462581 	2.437383 	-10.650980 	1.377600 	
44.900000 	5.000000 	5.000000 	-543.200000 	4.939808 	0.008107 	2.462433 	2.352850 	-10.650980 	1.377600 	
45.000000 	5.000000 	5.000000 	-543.200000 	4.959527 	0.009226 	2.462450 	2.362242 	-10.650980 	1.377600 	
45.100000 	5.000000 	5.000000 	-543.200000 	4.791909 	0.008098 	2.462310 	2.282405 	-10.650980 	1.377600 	
45.200000 	5.000000 	5.000000 	-543.200000 	4.407373 	0.007930 	2.461990 	2.099249 	-10.650980 	1.377600 	
45.300000 	5.000000 	5.000000 	-543.200000 	4.653871 	0.006811 	2.462195 	2.216657 	-10.650980 	1.377600 	
45.400000 	5.000000 	5.000000 	-543.200000 	4.811629 	0.005498 	2.462327 	2.291798 	-10.650980 	1.377600 	
45.500000 	5.000000 	5.000000 	-543.200000 	4.890508 	0.006094 	2.462392 	2.329368 	-10.650980 	1.377600 	
45.600000 	5.000000 	5.000000 	-543.200000 	4.989107 	0.006393 	2.462474 	2.376331 	-10.650980 	1.377600 	
45.700000 	5.000000 	5.000000 	-543.200000 	5.058126 	0.006924 	2.462532 	2.409205 	-10.650980 	1.377600 	
45.800000 	5.000000 	5.000000 	-543.200000 	5.038406 	0.007064 	2.462515 	2.399813 	-10.650980 	1.377600 	
45.900000 	5.000000 	5.000000 	-543.200000 	5.048266 	0.007968 	2.462524 	2.404509 	-10.650980 	1.377600 	
46.000000 	5.000000 	5.000000 	-543.200000 	5.058126 	0.008406 	2.462532 	2.409205 	-10.650980 	1.377600 	
46.100000 	5.000000 	5.000000 	-543.200000 	5.067986 	0.008117 	2.462540 	2.413901 	-10.650980 	1.377600 	
46.200000 	5.000000 	5.000000 	-543.200000 	4.722890 	0.010036 	2.462253 	2.249531 	-10.650980 	1.377600 	
46.300000 	5.000000 	5.000000 	-543.200000 	4.713030 	0.009132 	2.462244 	2.244834 	-10.650980 	1.377600 	
46.400000 	5.000000 	5.000000 	-543.200000 	4.801769 	0.010185 	2.462318 	2.287101 	-10.650980 	1.377600 	
46.500000 	5.000000 	5.000000 	-543.200000 	4.594711 	0.010837 	2.462146 	2.188479 	-10.650980 	1.377600 	
46.600000 	5.000000 	5.000000 	-543.200000 	4.584851 	0.009495 	2.462138 	2.183782 	-10.650980 	1.377600 	
46.700000 	5.000000 	5.000000 	-543.200000 	4.782049 	0.008620 	2.462302 	2.277709 	-10.650980 	1.377600 	
46.800000 	5.000000 	5.000000 	-543.200000 	4.821489 	0.006477 	2.462335 	2.296494 	-10.650980 	1.377600 	
46.900000 	5.000000 	5.000000 	-543.200000 	4.860928 	0.006486 	2.462368 	2.315279 	-10.650980 	1.377600 	
47.000000 	5.000000 	5.000000 	-543.200000 	5.018687 	0.006645 	2.462499 	2.390420 	-10.650980 	1.377600 	
47.100000 	5.000000 	5.000000 	-543.200000 	4.969387 	0.006328 	2.462458 	2.366938 	-10.650980 	1.377600 	
47.200000 	5.000000 	5.000000 	-543.200000 	4.989107 	0.007725 	2.462474 	2.376331 	-10.650980 	1.377600 	
47.300000 	5.000000 	5.000000 	-543.200000 	5.107426 	0.007362 	2.462573 	2.432687 	-10.650980 	1.377600 	
47.400000 	5.000000 	5.000000 	-543.200000 	5.344063 	0.006561 	2.462770 	2.545398 	-10.650980 	1.377600 	
47.500000 	5.000000 	5.000000 	-543.200000 	5.186305 	0.007828 	2.462639 	2.470257 	-10.650980 	1.377600 	
47.600000 	5.000000 	5.000000 	-543.200000 	4.989107 	0.006291 	2.462474 	2.376331 	-10.650980 	1.377600 	
47.700000 	5.000000 	5.000000 	-543.200000 	4.959527 	0.006635 	2.462450 	2.362242 	-10.650980 	1.377600 	
47.800000 	5.000000 	5.000000 	-543.200000 	4.703170 	0.007129 	2.462236 	2.240138 	-10.650980 	1.377600 	
47.900000 	5.000000 	5.000000 	-543.200000 	4.713030 	0.006924 	2.462244 	2.244834 	-10.650980 	1.377600 	
48.000000 	5.000000 	5.000000 	-543.200000 	4.900368 	0.007809 	2.462400 	2.334064 	-10.650980 	1.377600 	
48.100000 	5.000000 	5.000000 	-543.200000 	4.920088 	0.007391 	2.462417 	2.343457 	-10.650980 	1.377600 	
48.200000 	5.000000 	5.000000 	-543.200000 	5.058126 	0.006664 	2.462532 	2.409205 	-10.650980 	1.377600 	
48.300000 	5.000000 	5.000000 	-543.200000 	5.018687 	0.006869 	2.462499 	2.390420 	-10.650980 	1.377600 	
48.400000 	5.000000 	5.000000 	-543.200000 	4.831349 	0.006943 	2.462343 	2.301190 	-10.650980 	1.377600 	
48.500000 	5.000000 	5.000000 	-543.200000 	4.663730 	0.007287 	2.462203 	2.221353 	-10.650980 	1.377600 	
48.600000 	5.000000 	5.000000 	-543.200000 	4.505972 	0.008461 	2.462072 	2.146212 	-10.650980 	1.377600 	
48.700000 	5.000000 	5.000000 	-543.200000 	4.713030 	0.007865 	2.462244 	2.244834 	-10.650980 	1.377600 	
48.800000 	5.000000 	5.000000 	-543.200000 	4.811629 	0.008283 	2.462327 	2.291798 	-10.650980 	1.377600 	
48.900000 	5.000000 	5.000000 	-543.200000 	4.890508 	0.008377 	2.462392 	2.329368 	-10.650980 	1.377600 	
49.000000 	5.000000 	5.000000 	-543.200000 	4.722890 	0.008666 	2.462253 	2.249531 	-10.650980 	1.377600 	
49.100000 	5.000000 	5.000000 	-543.200000 	4.722890 	0.008973 	2.462253 	2.249531 	-10.650980 	1.377600 	
49.200000 	5.000000 	5.000000 	-543.200000 	4.673590 	0.007725 	2.462211 	2.226049 	-10.650980 	1.377600 	
49.300000 	5.000000 	5.000000 	-543.200000 	4.742610 	0.006840 	2.462269 	2.258923 	-10.650980 	1.377600 	
49.400000 	5.000000 	5.000000 	-543.200000 	4.998967 	0.005964 	2.462483 	2.381027 	-10.650980 	1.377600 	
49.500000 	5.000000 	5.000000 	-543.200000 	4.693310 	0.005378 	2.462228 	2.235442 	-10.650980 	1.377600 	
49.600000 	5.000000 	5.000000 	-543.200000 	4.880648 	0.005620 	2.462384 	2.324672 	-10.650980 	1.377600 	
49.700000 	5.000000 	5.000000 	-543.200000 	4.860928 	0.006655 	2.462368 	2.315279 	-10.650980 	1.377600 	
49.800000 	5.000000 	5.000000 	-543.200000 	4.772189 	0.005984 	2.462294 	2.273012 	-10.650980 	1.377600 	
49.900000 	5.000000 	5.000000 	-543.200000 	5.077846 	0.005909 	2.462548 	2.418598 	-10.650980 	1.377600 	
50.000000 	5.000000 	5.000000 	-543.200000 	4.870788 	0.007297 	2.462376 	2.319975 	-10.650980 	1.377600 	
50.100000 	5.000000 	5.000000 	-543.200000 	4.910228 	0.007287 	2.462409 	2.338761 	-10.650980 	1.377600 	
50.200000 	5.000000 	5.000000 	-543.200000 	5.038406 	0.007660 	2.462515 	2.399813 	-10.650980 	1.377600 	
50.300000 	5.000000 	5.000000 	-543.200000 	4.851068 	0.008247 	2.462359 	2.310583 	-10.650980 	1.377600 	
50.400000 	5.000000 	5.000000 	-543.200000 	4.929948 	0.008182 	2.462425 	2.348153 	-10.650980 	1.377600 	
50.500000 	5.000000 	5.000000 	-543.200000 	4.791909 	0.007884 	2.462310 	2.282405 	-10.650980 	1.377600 	
50.600000 	5.000000 	5.000000 	-543.200000 	4.693310 	0.008629 	2.462228 	2.235442 	-10.650980 	1.377600 	
50.700000 	5.000000 	5.000000 	-543.200000 	4.762329 	0.009151 	2.462285 	2.268316 	-10.650980 	1.377600 	
50.800000 	5.000000 	5.000000 	-543.200000 	4.989107 	0.009086 	2.462474 	2.376331 	-10.650980 	1.377600 	
50.900000 	5.000000 	5.000000 	-543.200000 	5.087706 	0.008742 	2.462557 	2.423294 	-10.650980 	1.377600 	
51.000000 	5.000000 	5.000000 	-543.200000 	5.186305 	0.008230 	2.462639 	2.470257 	-10.650980 	1.377600 	
51.100000 	5.000000 	5.000000 	-543.200000 	5.255324 	0.007912 	2.462696 	2.503131 	-10.650980 	1.377600 	
51.200000 	5.000000 	5.000000 	-543.200000 	5.067986 	0.008256 	2.462540 	2.413901 	-10.650980 	1.377600 	
51.300000 	5.000000 	5.000000 	-543.200000 	5.028547 	0.008824 	2.462507 	2.395116 	-10.650980 	1.377600 	
51.400000 	5.000000 	5.000000 	-543.200000 	4.910228 	0.009551 	2.462409 	2.338761 	-10.650980 	1.377600 	
51.500000 	5.000000 	5.000000 	-543.200000 	4.998967 	0.008694 	2.462483 	2.381027 	-10.650980 	1.377600 	
51.600000 	5.000000 	5.000000 	-543.200000 	4.929948 	0.007083 	2.462425 	2.348153 	-10.650980 	1.377600 	
51.700000 	5.000000 	5.000000 	-543.200000 	5.038406 	0.006729 	2.462515 	2.399813 	-10.650980 	1.377600 	
51.800000 	5.000000 	5.000000 	-543.200000 	5.008827 	0.006003 	2.462491 	2.385724 	-10.650980 	1.377600 	
51.900000 	5.000000 	5.000000 	-543.200000 	4.811629 	0.006440 	2.462327 	2.291798 	-10.650980 	1.377600 	
52.000000 	5.000000 	5.000000 	-543.200000 	4.703170 	0.008136 	2.462236 	2.240138 	-10.650980 	1.377600 	
52.100000 	5.000000 	5.000000 	-543.200000 	4.574991 	0.008350 	2.462129 	2.179086 	-10.650980 	1.377600 	
52.200000 	5.000000 	5.000000 	-543.200000 	4.535552 	0.009310 	2.462096 	2.160301 	-10.650980 	1.377600 	
52.300000 	5.000000 	5.000000 	-543.200000 	4.624291 	0.009216 	2.462170 	2.202568 	-10.650980 	1.377600 	
52.400000 	5.000000 	5.000000 	-543.200000 	4.949667 	0.008620 	2.462442 	2.357546 	-10.650980 	1.377600 	
52.500000 	5.000000 	5.000000 	-543.200000 	4.959527 	0.008694 	2.462450 	2.362242 	-10.650980 	1.377600 	
52.600000 	5.000000 	5.000000 	-543.200000 	5.146865 	0.007744 	2.462606 	2.451472 	-10.650980 	1.377600 	
52.700000 	5.000000 	5.000000 	-543.200000 	5.028547 	0.007456 	2.462507 	2.395116 	-10.650980 	1.377600 	
52.800000 	5.000000 	5.000000 	-543.200000 	4.890508 	0.006962 	2.462392 	2.329368 	-10.650980 	1.377600 	
52.900000 	5.000000 	5.000000 	-543.200000 	5.067986 	0.005854 	2.462540 	2.413901 	-10.650980 	1.377600 	
53.000000 	5.000000 	5.000000 	-543.200000 	5.067986 	0.006655 	2.462540 	2.413901 	-10.650980 	1.377600 	
53.100000 	5.000000 	5.000000 	-543.200000 	4.949667 	0.007251 	2.462442 	2.357546 	-10.650980 	1.377600 	
53.200000 	5.000000 	5.000000 	-543.200000 	4.989107 	0.006421 	2.462474 	2.376331 	-10.650980 	1.377600 	
53.300000 	5.000000 	5.000000 	-543.200000 	4.860928 	0.007595 	2.462368 	2.315279 	-10.650980 	1.377600 	
53.400000 	5.000000 	5.000000 	-543.200000 	4.831349 	0.006486 	2.462343 	2.301190 	-10.650980 	1.377600 	
53.500000 	5.000000 	5.000000 	-543.200000 	5.008827 	0.007679 	2.462491 	2.385724 	-10.650980 	1.377600 	
53.600000 	5.000000 	5.000000 	-543.200000 	5.058126 	0.008117 	2.462532 	2.409205 	-10.650980 	1.377600 	
53.700000 	5.000000 	5.000000 	-543.200000 	4.979247 	0.006999 	2.462466 	2.371635 	-10.650980 	1.377600 	
53.800000 	5.000000 	5.000000 	-543.100000 	4.920088 	0.007213 	2.462417 	2.343457 	-10.649020 	1.377600 	
53.900000 	5.000000 	5.000000 	-543.200000 	4.752470 	0.007064 	2.462277 	2.263620 	-10.650980 	1.377600 	
54.000000 	5.000000 	5.000000 	-543.100000 	4.427093 	0.067985 	2.462006 	2.108642 	-10.649020 	1.377600 	
54.100000 	5.000000 	5.000000 	-543.100000 	4.535552 	0.500806 	2.462096 	2.160301 	-10.649020 	1.377600 	
54.200000 	5.000000 	5.000000 	-543.100000 	4.673590 	1.384985 	2.462211 	2.226049 	-10.649020 	1.377600 	
54.300000 	5.000000 	5.000000 	-543.000000 	4.929948 	2.587812 	2.462425 	2.348153 	-10.647059 	1.377600 	
54.400000 	5.000000 	5.000000 	-543.000000 	5.196165 	3.765877 	2.462647 	2.474953 	-10.647059 	1.377600 	
54.500000 	5.000000 	5.000000 	-543.000000 	5.215885 	4.577857 	2.462663 	2.484346 	-10.647059 	1.377600 	
54.600000 	5.000000 	5.000000 	-543.000000 	5.038406 	4.932665 	2.462515 	2.399813 	-10.647059 	1.377600 	
54.700000 	5.000000 	5.000000 	-542.900000 	4.801769 	4.970986 	2.462318 	2.287101 	-10.645098 	1.377600 	
54.800000 	5.000000 	5.000000 	-542.900000 	5.038406 	4.973819 	2.462515 	2.399813 	-10.645098 	1.377600 	
54.900000 	5.000000 	5.000000 	-542.900000 	5.215885 	4.971508 	2.462663 	2.484346 	-10.645098 	1.377600 	
55.000000 	5.000000 	5.000000 	-542.900000 	5.334203 	4.975534 	2.462762 	2.540702 	-10.645098 	1.377600 	
55.100000 	5.000000 	5.000000 	-542.900000 	5.787759 	4.971732 	2.463140 	2.756732 	-10.645098 	1.377600 	
55.200000 	5.000000 	5.000000 	-542.900000 	5.491962 	4.971806 	2.462893 	2.615843 	-10.645098 	1.377600 	
55.300000 	5.000000 	5.000000 	-542.900000 	5.570841 	4.973223 	2.462959 	2.653413 	-10.645098 	1.377600 	
55.400000 	5.000000 	5.000000 	-542.900000 	5.531401 	4.975609 	2.462926 	2.634628 	-10.645098 	1.377600 	
55.500000 	5.000000 	5.000000 	-542.900000 	5.373643 	4.974416 	2.462795 	2.559487 	-10.645098 	1.377600 	
55.600000 	5.000000 	5.000000 	-542.900000 	5.689160 	4.978144 	2.463058 	2.709769 	-10.645098 	1.377600 	
55.700000 	5.000000 	5.000000 	-542.900000 	5.915937 	4.975683 	2.463247 	2.817784 	-10.645098 	1.377600 	
55.800000 	5.000000 	5.000000 	-542.900000 	6.113135 	4.972328 	2.463411 	2.911710 	-10.645098 	1.377600 	
55.900000 	5.000000 	5.000000 	-542.900000 	6.172294 	4.978591 	2.463460 	2.939888 	-10.645098 	1.377600 	
56.000000 	5.000000 	5.000000 	-542.900000 	5.984956 	4.975087 	2.463304 	2.850658 	-10.645098 	1.377600 	
56.100000 	5.000000 	5.000000 	-542.800000 	5.639860 	4.982542 	2.463017 	2.686287 	-10.643137 	1.377600 	
56.200000 	5.000000 	5.000000 	-542.900000 	5.482102 	4.979784 	2.462885 	2.611146 	-10.645098 	1.377600 	
56.300000 	5.000000 	5.000000 	-542.900000 	5.077846 	4.978889 	2.462548 	2.418598 	-10.645098 	1.377600 	
56.400000 	5.000000 	5.000000 	-542.900000 	5.176445 	4.977323 	2.462631 	2.465561 	-10.645098 	1.377600 	
56.500000 	5.000000 	5.000000 	-542.800000 	5.206025 	4.972179 	2.462655 	2.479650 	-10.643137 	1.377600 	
56.600000 	5.000000 	5.000000 	-542.900000 	5.383503 	4.973372 	2.462803 	2.564183 	-10.645098 	1.377600 	
56.700000 	5.000000 	5.000000 	-542.900000 	5.620140 	4.974490 	2.463000 	2.676895 	-10.645098 	1.377600 	
56.800000 	5.000000 	5.000000 	-542.900000 	5.570841 	4.978964 	2.462959 	2.653413 	-10.645098 	1.377600 	
56.900000 	5.000000 	5.000000 	-542.800000 	5.639860 	4.974863 	2.463017 	2.686287 	-10.643137 	1.377600 	
57.000000 	5.000000 	5.000000 	-542.900000 	5.531401 	4.976280 	2.462926 	2.634628 	-10.645098 	1.377600 	
57.100000 	5.000000 	5.000000 	-542.800000 	5.817338 	4.973372 	2.463165 	2.770821 	-10.643137 	1.377600 	
57.200000 	5.000000 	5.000000 	-542.800000 	6.083555 	4.967855 	2.463386 	2.897621 	-10.643137 	1.377600 	
57.300000 	5.000000 	5.000000 	-542.800000 	6.004676 	4.972403 	2.463321 	2.860051 	-10.643137 	1.377600 	
57.400000 	5.000000 	5.000000 	-542.900000 	5.837058 	4.975534 	2.463181 	2.780213 	-10.645098 	1.377600 	
57.500000 	5.000000 	5.000000 	-542.900000 	5.560981 	4.977323 	2.462951 	2.648717 	-10.645098 	1.377600 	
57.600000 	5.000000 	5.000000 	-542.800000 	5.275044 	4.980828 	2.462713 	2.512524 	-10.643137 	1.377600 	
57.700000 	5.000000 	5.000000 	-542.800000 	5.413083 	4.981722 	2.462828 	2.578272 	-10.643137 	1.377600 	
57.800000 	5.000000 	5.000000 	-542.800000 	5.856778 	4.977920 	2.463197 	2.789606 	-10.643137 	1.377600 	
57.900000 	5.000000 	5.000000 	-542.800000 	5.925797 	4.977323 	2.463255 	2.822480 	-10.643137 	1.377600 	
58.000000 	5.000000 	5.000000 	-542.800000 	5.965237 	4.974938 	2.463288 	2.841265 	-10.643137 	1.377600 	
58.100000 	5.000000 	5.000000 	-542.900000 	5.689160 	4.972925 	2.463058 	2.709769 	-10.645098 	1.377600 	
58.200000 	5.000000 	5.000000 	-542.800000 	5.570841 	4.971881 	2.462959 	2.653413 	-10.643137 	1.377600 	
58.300000 	5.000000 	5.000000 	-542.800000 	5.699019 	4.969942 	2.463066 	2.714465 	-10.643137 	1.377600 	
58.400000 	5.000000 	5.000000 	-542.800000 	5.886357 	4.972552 	2.463222 	2.803695 	-10.643137 	1.377600 	
58.500000 	5.000000 	5.000000 	-542.800000 	5.886357 	4.969793 	2.463222 	2.803695 	-10.643137 	1.377600 	
58.600000 	5.000000 	5.000000 	-542.900000 	5.906077 	4.969942 	2.463239 	2.813088 	-10.645098 	1.377600 	
58.700000 	5.000000 	5.000000 	-542.900000 	5.975097 	4.968973 	2.463296 	2.845962 	-10.645098 	1.377600 	
58.800000 	5.000000 	5.000000 	-542.800000 	5.807478 	4.971955 	2.463156 	2.766124 	-10.643137 	1.377600 	
58.900000 	5.000000 	5.000000 	-542.900000 	5.925797 	4.973297 	2.463255 	2.822480 	-10.645098 	1.377600 	
59.000000 	5.000000 	5.000000 	-542.800000 	5.955377 	4.973819 	2.463280 	2.836569 	-10.643137 	1.377600 	
59.100000 	5.000000 	5.000000 	-542.900000 	5.984956 	4.975683 	2.463304 	2.850658 	-10.645098 	1.377600 	
59.200000 	5.000000 	5.000000 	-542.800000 	5.915937 	4.972552 	2.463247 	2.817784 	-10.643137 	1.377600 	
59.300000 	5.000000 	5.000000 	-542.800000 	5.984956 	4.973819 	2.463304 	2.850658 	-10.643137 	1.377600 	
59.400000 	5.000000 	5.000000 	-542.800000 	5.590561 	4.973148 	2.462976 	2.662806 	-10.643137 	1.377600 	
59.500000 	5.000000 	5.000000 	-542.800000 	5.314484 	4.977323 	2.462746 	2.531309 	-10.643137 	1.377600 	
59.600000 	5.000000 	5.000000 	-542.900000 	5.344063 	4.976056 	2.462770 	2.545398 	-10.645098 	1.377600 	
59.700000 	5.000000 	5.000000 	-542.900000 	5.206025 	4.976354 	2.462655 	2.479650 	-10.645098 	1.377600 	
59.800000 	5.000000 	5.000000 	-542.900000 	5.580701 	4.976429 	2.462967 	2.658109 	-10.645098 	1.377600 	
59.900000 	5.000000 	5.000000 	-542.900000 	5.935657 	4.972776 	2.463263 	2.827176 	-10.645098 	1.377600 	
60.000000 	5.000000 	5.000000 	-542.900000 	5.797618 	4.974490 	2.463148 	2.761428 	-10.645098 	1.377600 	
60.100000 	5.000000 	5.000000 	-542.900000 	5.906077 	4.971732 	2.463239 	2.813088 	-10.645098 	1.377600 	
60.200000 	5.000000 	5.000000 	-542.900000 	5.886357 	4.974490 	2.463222 	2.803695 	-10.645098 	1.377600 	
60.300000 	5.000000 	5.000000 	-542.900000 	5.501822 	4.970912 	2.462902 	2.620539 	-10.645098 	1.377600 	
60.400000 	5.000000 	5.000000 	-542.900000 	5.482102 	4.969421 	2.462885 	2.611146 	-10.645098 	1.377600 	
60.500000 	5.000000 	5.000000 	-542.900000 	5.403223 	4.970464 	2.462820 	2.573576 	-10.645098 	1.377600 	
60.600000 	5.000000 	5.000000 	-542.900000 	5.156725 	4.967482 	2.462614 	2.456168 	-10.645098 	1.377600 	
60.700000 	5.000000 	5.000000 	-542.900000 	5.265184 	4.971359 	2.462704 	2.507828 	-10.645098 	1.377600 	
60.800000 	5.000000 	5.000000 	-542.900000 	5.570841 	4.967109 	2.462959 	2.653413 	-10.645098 	1.377600 	
60.900000 	5.000000 	5.000000 	-542.900000 	5.294764 	4.969122 	2.462729 	2.521917 	-10.645098 	1.377600 	
61.000000 	5.000000 	5.000000 	-542.900000 	5.511681 	4.967333 	2.462910 	2.625235 	-10.645098 	1.377600 	
61.100000 	5.000000 	5.000000 	-542.900000 	5.511681 	4.967109 	2.462910 	2.625235 	-10.645098 	1.377600 	
61.200000 	5.000000 	5.000000 	-542.900000 	5.413083 	4.968824 	2.462828 	2.578272 	-10.645098 	1.377600 	
61.300000 	5.000000 	5.000000 	-542.900000 	5.689160 	4.972179 	2.463058 	2.709769 	-10.645098 	1.377600 	
61.400000 	5.000000 	5.000000 	-542.900000 	5.531401 	4.973894 	2.462926 	2.634628 	-10.645098 	1.377600 	
61.500000 	5.000000 	5.000000 	-542.900000 	5.511681 	4.972776 	2.462910 	2.625235 	-10.645098 	1.377600 	
61.600000 	5.000000 	5.000000 	-543.000000 	5.442662 	4.977696 	2.462852 	2.592361 	-10.647059 	1.377600 	
61.700000 	5.000000 	5.000000 	-543.000000 	5.245464 	4.972477 	2.462688 	2.498435 	-10.647059 	1.377600 	
61.800000 	5.000000 	5.000000 	-543.000000 	5.137005 	4.975087 	2.462598 	2.446776 	-10.647059 	1.377600 	
61.900000 	5.000000 	5.000000 	-543.000000 	5.048266 	4.976578 	2.462524 	2.404509 	-10.647059 	1.377600 	
62.000000 	5.000000 	5.000000 	-543.000000 	5.206025 	4.974863 	2.462655 	2.479650 	-10.647059 	1.377600 	
62.100000 	5.000000 	5.000000 	-543.000000 	5.077846 	4.975236 	2.462548 	2.418598 	-10.647059 	1.377600 	
62.200000 	5.000000 	5.000000 	-543.000000 	5.176445 	4.976354 	2.462631 	2.465561 	-10.647059 	1.377600 	
62.300000 	5.000000 	5.000000 	-543.000000 	5.117286 	4.974490 	2.462581 	2.437383 	-10.647059 	1.377600 	
62.400000 	5.000000 	5.000000 	-543.000000 	4.732750 	4.972403 	2.462261 	2.254227 	-10.647059 	1.377600 	
62.500000 	5.000000 	5.000000 	-543.100000 	5.048266 	4.977025 	2.462524 	2.404509 	-10.649020 	1.377600 	
62.600000 	5.000000 	5.000000 	-543.100000 	5.067986 	4.974192 	2.462540 	2.413901 	-10.649020 	1.377600 	
62.700000 	5.000000 	5.000000 	-543.100000 	5.255324 	4.975012 	2.462696 	2.503131 	-10.649020 	1.377600 	
62.800000 	5.000000 	5.000000 	-543.100000 	5.580701 	4.976205 	2.462967 	2.658109 	-10.649020 	1.377600 	
62.900000 	5.000000 	5.000000 	-543.000000 	5.718739 	4.974490 	2.463082 	2.723858 	-10.647059 	1.377600 	
63.000000 	5.000000 	5.000000 	-543.000000 	5.866638 	4.975385 	2.463206 	2.794302 	-10.647059 	1.377600 	
63.100000 	5.000000 	5.000000 	-543.000000 	5.738459 	4.977696 	2.463099 	2.733250 	-10.647059 	1.377600 	
63.200000 	5.000000 	5.000000 	-542.900000 	5.383503 	4.977249 	2.462803 	2.564183 	-10.645098 	1.377600 	
63.300000 	5.000000 	5.000000 	-542.900000 	5.176445 	4.973447 	2.462631 	2.465561 	-10.645098 	1.377600 	
63.400000 	5.000000 	5.000000 	-542.900000 	5.275044 	4.975385 	2.462713 	2.512524 	-10.645098 	1.377600 	
63.500000 	5.000000 	5.000000 	-542.900000 	5.452522 	4.972626 	2.462861 	2.597057 	-10.645098 	1.377600 	
63.600000 	5.000000 	5.000000 	-542.800000 	5.866638 	4.974267 	2.463206 	2.794302 	-10.643137 	1.377600 	
63.700000 	5.000000 	5.000000 	-542.800000 	6.063836 	4.972999 	2.463370 	2.888228 	-10.643137 	1.377600 	
63.800000 	5.000000 	5.000000 	-542.700000 	5.955377 	4.973074 	2.463280 	2.836569 	-10.641176 	1.377600 	
63.900000 	5.000000 	5.000000 	-542.700000 	5.886357 	4.975385 	2.463222 	2.803695 	-10.641176 	1.377600 	
64.000000 	5.000000 	5.000000 	-542.700000 	6.142715 	4.976951 	2.463436 	2.925799 	-10.641176 	1.377600 	
64.100000 	5.000000 	5.000000 	-542.600000 	6.172294 	4.982542 	2.463460 	2.939888 	-10.639216 	1.377600 	
64.200000 	5.000000 	5.000000 	-542.600000 	6.635710 	4.979336 	2.463847 	3.160614 	-10.639216 	1.377600 	
64.300000 	5.000000 	5.000000 	-542.500000 	6.714589 	4.979933 	2.463912 	3.198185 	-10.637255 	1.377600 	
